YEAR	TYPE	SOURCE	CONTEXT
1873	FIC	Virginian	"16, 1882, and he kept it in his repertoire during the seasons of 1883, 1884, and 1885. The cast in Chicago and in New York in"
1873	FIC	Virginian	"into German by Dr. Carlotta under the title Der Galeerensklaven. Gettke's Buhnen-Almanach (1883, 1884) records the following performances: Berlin at the Wilhelm Theatre during the"
1873	FIC	Virginian	"week of April 30, 1882, Hamburg during the week of April 22, 1883, and St. Gallen during the week of December 2, 1883. A motion"
1873	FIC	Virginian	"April 22, 1883, and St. Gallen during the week of December 2, 1883. A motion picture version of The Galley Slave, in which Theda Bara was"
1873	FIC	Virginian	"Mein Kumpan. This was given at the Residenztheater in Berlin, September 15, 1883, and at Bomberg during the week of June 22, 1884. A moving"
1873	FIC	Virginian	"New York saw Siberia at Haverly's 14th Street Theatre, February 26-March 29, 1883, with the following cast (in part): Sara Georgie Cayvan Marie Blanche"
1873	FIC	Virginian	"great spectacular possibilities in the play. -- New York Herald, February 27, 1883. The piece is well-calculated to please, for, although it deals with ancient"
1873	FIC	Virginian	"is no less free than easy. -- New York Tribune, February 27, 1883.... However, melodrama and probability are the opposite of synonymous. So long"
1873	FIC	Virginian	"Life and kindred compositions belong. -- New York Dramatic Mirror, March 3, 1883. The story does not possess the interest of intricacy and surprise, but is"
1873	FIC	Virginian	it on tour during the season of 1880-81. It was played in Chicago in 1883 and again in 1895. Tradition has it that The Virginian was very popular in
1874	FIC	WhatIDidWithMy	"I would not say openly, for I have learned to fear all women. 1883. THIRD INSTALLMENT. Fits of Pride -- How cured -- A Sneaking Heart-Devil --"
1875	NF	ScienceHealthWith	"medical pur-xii:1 poses. No charters were granted to Christian Scien-tists for such institutions after 1883, and up to that xii:3 date, hers was the only College of this"
1876	NF	HistoryWarfare	", 1876, and Schrader, Die Keilinschriften und das Alte Testament, Giessen, 1883, pp. 1-54, etc. See also Renan, Histoire du peuple d'Israel,"
1876	NF	HistoryWarfare	"these, as also Schrader, Die Keilinschriften und das Alte Testament, Giessen, 1883, early chapters; also article Babylonia in the Encyclopedia Britannica; as to simialr"
1876	NF	HistoryWarfare	"pp. 44,45; as to the Chaldaean belief ina solid firmament, while Schrader in 1883 thought it not proved, Jensen in 1890 has found it clearly expresses -- see"
1876	NF	HistoryWarfare	", Edinburgh, 1885, especially pp. 18 and 19; the Hibbert Lectures for 1883, by Rev. Charles Beard, pp. 392, 393, et seq.; F."
1876	NF	HistoryWarfare	"above; also Melanchthon, ubi supra; also Prowe, Copernicus, Berlin, 1883, vol. i, p. 269, note; also pp. 279, 280;"
1880	FIC	PounceCo	"Company, AT THE BIJOU THEATRE, BOSTON, Thursday Evening, April 19, 1883. DRAMATIS PERSON. THOMAS POUNCE. The head of the firm of Pounce &;"
1881	FIC	NightsWithUncle	"WITH ILLUSTRATIONS BOSTON AND NEW YORK HOUGHTON MIFFLIN COMPANY The Riverside Press Cambridge COPYRIGHT, 1883, BY JOEL CHANDLER HARRIS COPYRIGHT, 1911, BY ESTHER LA ROSE HARRIS ALL"
1881	FIC	StranglersParis	"York production of the play opened at the New Park Theatre on November 10, 1883, with Belasco in charge of the staging. Between the San Francisco production and"
1882	MAG	NorthAmRev	"the organization of the court. This time for filing claims expires January 14, 1883. The other class of claims is generally known by a short term of definition"
1883	FIC	ScottishSketches	"Sketches By AMELIA E. BARR New York Dodd, Mead and Company 1898 COPYRIGHT, 1883, BY AMERICAN TRACT SOCIETY. CONTENTS CRAWFORD'S SAIR STRAIT 7 JAMES BLACKIE'S"
1883	FIC	DoctorClaudius	"BY F. MARION CRAWFORD Author OF "" MR. ISAACS "" London MACMILLAN AND CO. 1883 Dedicated TO MY DEAR FRIENDS THE COUNTESS MARGARET AND CLAUDIUS, PH.D. DOCTOR CLAUDIUS"
1883	FIC	EssaysByRalphWaldo	"Conduct of Life 1860 Society and Solitude 1870 Correspondence of Thomas Carlyle and R.W. Emerson 1883 THE AMERICAN SCHOLAR. This address was delivered at Cambridge in 1837, before the"
1883	FIC	PoemsPassion	16776 POEMS OF PASSION Illustrated by ELLA WHEELER WILCOX W. B. Conkey Company Publishers -- Chicago 1883 Illustration: Picture of Ella Wheeler Wilcox * * * * * * OTHER BOOKS
1883	FIC	BurglarsFateAnd	"burdens and the solitude to which they have brought themselves. THE END. 1883. 1883. Illustration NEW BOOKS AND NEW EDITIONS, RECENTLY ISSUED BY G. W. CARLETON &;"
1883	FIC	HoosierSchool-boy	"-- -- -- -- -- -- -- -- -- -- -- -- -- Copyright, 1883, By CHARLES SCRIBNER'S SONS Copyright, 1910, By FRANCES G. EGGLESTON --"
1883	FIC	FloydGrandonsHonor	"in a Shoe, "" Etc. Boston Lee and Shepard Publishers 1899 Copyright, 1883, By Lee and Shepard. All rights reserved. TO DR. AND MRS"
1883	FIC	PecksBadBoyHis	"THE AUTHOR. Office of "" Peck's Sun, "" Milwaukee, Feb., 1883. Belford, Clarke & Co.: Gents -- If you have made up your minds that"
1883	FIC	GroceryManAndPecks	". Peck's Bad Boy and His Pa, No. 2 By George W. Peck 1883 Illustration: Cover Illustration: frontispiece Illustration: titlepage CONTENTS. CHAPTER I. VARIEGATED DOGS -- THE"
1883	FIC	Wood-fringe	"473 Larcom, Lucy, 1824-1893: Wood-fringe from Wood-fringe (1883) Lightly as the green earth's breath From the sod ascending, Flying tendril"
1883	FIC	Nazarene	"801 Calvert, George Henry, 1803-1889: THE NAZARENE. from The Nazarene 1883 Growth is the first, profoundest, law of life: Often a sign and"
1883	FIC	[PoemsIn]ThePoets	"A COUNTRY SUMMER SUNDAY. from Poems, in The poets of New Hampshire (1883) Sweet season of repose! thy influence blest Pervades creation with a calm delight"
1883	FIC	[PoemsIn]ThePoets	"), 1814-1890: PISCATAQUA. from Poems, in The poets of New Hampshire (1883) My heart and soul go out to thee, blue stream, Sparkling with"
1884	FIC	DreamLife A	", AND COMPANY 1876. Entered according to Act of Congress, in the year 1883, by Charles Scribner &; Co., In the Clerk's Office of the District"
1884	FIC	StoriesByAmerican	"IN OLD CLOATHES. By H. C. Bunner. (Century Magazine, September, 1883.) Newe York, ye 1st Aprile, 1883. Ye worste of my"
1884	FIC	StoriesByAmerican	"Century Magazine, September, 1883.) Newe York, ye 1st Aprile, 1883. Ye worste of my ailment is this, yt it groweth not Less with"
1884	FIC	Vagabondia 1884	"issue it through my regular publishers. FRANCES HODGSON BURNETT. Washington, November, 1883. VAGABONDIA. CHAPTER I. IN WHICH WE HOLD COUNSEL. It was a nondescript"
1884	FIC	MadelinePayneDetectives	"page 219. Chicago: Alex. T. Loyd & Co. 1888. Copyright, 1883, Donnelley, Loyd & Co., Chicago. Copyright, 1883, Alex."
1884	FIC	MadelinePayneDetectives	". Copyright, 1883, Donnelley, Loyd & Co., Chicago. Copyright, 1883, Alex. T. Loyd & Co., Chicago. Copyright, 1884, Alex"
1884	FIC	Burl	"W.P. HARRISON, Book Editor, M.E. Church, South. NASHVILLE, Dec., 1883. INTRODUCTION. Nearly twenty years had now elapsed since Daniel Boone had spent that"
1884	FIC	DrSevier	"MADAME DELPHINE, "" ETC. NEW YORK CHARLES SCRIBNER'S SONS 1897 Copyright, 1883 and 1884 BY GEORGE W. CABLE All rights reserved TROW'S PRINTING AND BOOKBINDING COMPANY"
1884	MAG	Harpers	""" A great blessing has befallen the world "" - words which received more weight in 1883 by the adhesion of Italy to the powerful league of middle Europe. If Kaiser"
1884	MAG	Harpers	"' 750 head each of steers and heifers, the heifer calves of 1882, 1883, and 1884 raising progeny during the three following years. Inventory at the end"
1884	MAG	Harpers	"Stockyard and Transit Company. Five railroads leading into Chicago brought, in the year 1883, 1,512,212 head; the receipts from all other sources were 366,732-making a total of"
1884	MAG	Harpers	"being 12,076. The largest for one week was on that ending October 20, 1883, being 52,192, while that of the same month gave 217,791. The total"
1884	MAG	Harpers	"of all kinds received during the year 1873 was $91,321, - - 162, while for 1883 it was $201,252,772. A record so remarkable of the growth of a single industry"
1884	MAG	Harpers	"A brief summary of camp life on the range during the summers of 1882 and 1883 may be of benefit to those who are to follow, and of some interest"
1884	MAG	NorthAmRev	"personal ends. Look at a few figures. In the month of February, 1883, there were in all the public schools of one of our cities 54,723 pupils"
1884	MAG	NorthAmRev	"the Exchange are revised and made "" honest** at monthiy banquets. In February, 1883, it was found that members who ostensibly adhered to the price lists dipped into"
1884	MAG	NorthAmRev	"lumbermen from all parts of the West was held in Chicago, March 8, 1883, to discuss means for advancing prices, restricting production at least thirty-five per cent."
1884	MAG	NorthAmRev	"would be made until the price had been raised to $1.50. In March, 1883, the St. Louis "" Age of Steel "" had news that a combination had"
1884	MAG	NorthAmRev	"our country are making out of the contents of their rag-bags. In January, 1883, the trade met again at Rochester, formed two * associations, and solemnly"
1884	MAG	NorthAmRev	"to pieces at the beginning of 1884. The manufacturers of patent medicines organized in 1883, and the wholesale and retail drnggists have followed with // organizations to prevent the"
1884	MAG	NorthAmRev	"and pistols to guard one man collecting milk. Peace was declared March 24, 1883. A committee of the farmers and a committee of the milkmen, representing eight"
1884	MAG	NorthAmRev	", 1884, were 11.6 per cent. greater than for the corresponding month of 1883, while the import of similar competing products into the country has not at the"
1884	MAG	NorthAmRev	"by internal taxes. This was reduced in 1874 to $102,000,000; but, in 1883, in spite of abolition and reduction of taxes, it was nearly $145,000,000."
1884	MAG	NorthAmRev	"loss and inconvenience as was endured, partly on account of the tariff, in 1883. So long as the system lasts in its present condition, as a device"
1884	MAG	NorthAmRev	"bonds to the amount of $530,132,000 were listed at the New York Stock Exchange in 1883,.... equivalent to about $80,000 per mile of new road built"
1885	FIC	AnAmericanPolitician	"P.S. 1882, opposed B. in election for Governor. Iron interest increased. P.S. 1883, owns twenty votes in House. Costs more than he did. That is"
1885	FIC	AnAmericanPolitician	"the president. "" Wait, "" said Z, "" there is more. 1883, thought to be writer of articles against J.H. in Boston' Daily Standard."
1885	FIC	PoeticalWorks	"life, And there thou art, Elizabeth! Amesbury, Mass., December, 1883. Larcom, Lucy, 1824-1893: GOD BLESS YOU! from The poetical works"
1885	MAG	Nation	", three of which were contained in the two-volume edition of the same publishers in 1883; the others, "" Merope "" and "" Westminster Abbey, "" appearing here"
1885	MAG	NorthAmRev	"64305 THE experiment of reform, under the Civil Service Act of Jan. 16, 1883, has continued long enough to warrant some estimate of the new system. The"
1886	FIC	LittleGoldMiners	"FOR GOOD LITERATURE. (From the N. Y. Weekly Tribune, Nov. 14, 1883.) Among publishers who have carried into their work serious convictions as to their"
1886	FIC	Hurricanes	"mayor of Detroit in 1849, and he was publicly eulogized at his death in 1883. After attending schools in Detroit up to 1858, Bronson Howard entered Russell's"
1886	FIC	BankersDaughter	". One week at Booth's Theatre, New York, beginning April 9, 1883; the cast included: Sara Jewett, George Clark, Frank Mordaunt, John"
1887	FIC	ConfessionsCriticisms	"write till sunrise. But the two remaining instalments were not written and published until 1883, and this delay and its circumstances spoiled the book. In the interval between"
1887	FIC	BunchKeys	"new scenes of his own, and made it a success. One day in 1883 Hoyt remarked to Edouin that he knew a man who had tried to run a"
1887	FIC	BunchKeys	"in Lowell, Mass. Immediately it was a hit. On March 26, 1883, it was produced in New York in the San Francisco Opera House on the"
1887	FIC	BunchKeys	hit hardest could find something laughable in the presentation. In the sixteen years between 1883 and 1899. Hoyt wrote and produced seventeen farce comedies and one comic operetta.
1887	FIC	BunchKeys	"which they were performed: 1. A Bunch of Keys, March 26, 1883, San Francisco Opera House. 2. A Rag Baby, August 16,"
1887	FIC	BunchKeys	"cast of A Bunch of Keys for its New York opening on March 26, 1883, was as follows: Teddy Keys Alice Atherton Rose Keys Anna Guenther May Keys"
1889	FIC	LittleBookWestern	"following January 1880 he lived in Kansas City, removing thence to Denver. In 1883 he came to Chicago at the solicitation of Melville E. Stone, then editor of"
1889	FIC	LittleBookWestern	"Sing, O my home! sing, O my home! of thee. 1883. TO A USURPER Aha! a traitor in the camp, A rebel strangely"
1889	FIC	"DaisyBrooks <="""" a="""">"	""" "" Lovers Once, But Strangers Now, "" Etc., Etc. Copyright 1883, by George Munro. Copyright 1911, by J. S. Ogilvie Publishing Company."
1889	MAG	Harpers	"the duties of that high position. He died at Burlington, November 20, 1883. It is proper also in this connection to revert to the first Delegate who"
1889	MAG	Harpers	"Railroad, he was elected to the Senate of the United States, Decer*iber, 1883. He has since been re-elected, and has a full term of six years"
1889	MAG	NewEngMag	northern friends. The great development which took place in the Northwest from 1875 to 1883 was up to that time unprecedented. Capital and immigration within eight years created an
1889	MAG	NewEngMag	"and a complete equipment of approved apparatus for instruction in engineering. In July, 1883, Mr. W. H. Vanderbilt added $roo, ooo to the permanent endowment of the"
1889	MAG	NewEngMag	"Some of the Reasons against Woman Suffrage, "" which appeared in a pamphlet in 1883. Whatever one may think of the theories of these essays, he can not"
1880	NEWS	NYT-Reg	"the recognition of the independence of the United States Government, which will occur in 1883, during the proposed world's fair, and instructing our Senators and Representatives in"
1881	NEWS	NYT-Ed	"integrity of the Halifax exhibits with a view to using them over again "" in 1883 or later "" in the further treatment of the fisheries question. Whatever may be"
1881	NF	CommonLaw	"2458. txt DISCOURSES*** Transcribed from the 1883 Cassell &; Co. edition by David Price, email ccx074coventry.ac.uk. SERMONS ON THE CARD"
1882	NEWS	NYT-Reg	"repetition of this year's record will secure the election of a Democratic Legislature in 1883, and consequently a Democratic successor to Senator Pendleton. Other dangers are in its"
1882	NEWS	NYT-Reg	"possibly all three of her representatives of - last Winter back in the Assembly of 1883. As for Congressman, it is generally conceded that the Hon. Abram X. Parker"
1883	MAG	Atlantic	it not been sung! Every nun in retirement makes the lost Pleiad the // 1883. Alir. Emerson in the Lecture Room. subject of her song. I
1883	MAG	Century	"title, in THE CENTURY for November and December, 1882, and January, 1883. VOL. XXVJ. - 8. // "" Oh, no. This is my diversion"
1883	MAG	Century	"face of the earth, leaving scarce a vestige behind. The outlines Copyright, 1883, by THE CENTURY Co. All rights reserved. VOL. XXVI. // of"
1883	NEWS	NYT-Ed	"language of the eleventh section of the act of Congress, approved Jan. 16, 1883. It describes with reasonable completeness the acts attributed by Mr. DEZENDORF to Mr.'"
1883	NEWS	NYT-Reg	"restoring him to the rank he held when dis. missed from the Army in 1883, for disobedib ence of orders. The Democratic vote wed solid, North and"
1883	NEWS	NYT-Reg	"is short, its two pages and five sections providing that after July 1, 1883, it shall be unlawful to import or bring into the United States any adulterated"
1883	NEWS	NYT-Reg	"lot coining to this country. As the differential duty ceased on Jan. 1. 1883, undoubtedly more of, if not all, this rubbish may be sent to"
1883	NEWS	NYT-Ed	"him in the following Summer might be unsuccessful, he asked that the expedition of 1883 should not leave Smith Sound before Sept. 15, and should establish additional depots of"
1883	NEWS	NYT-Ed	"will read and ponder sections 10 and 12 of chapter 354 of the Laws of 1883, being a part of the civil service act of the State of New-York."
1883	NF	GodlinessBeing	"the word success. "" DANIEL STEELE. Reading, Mass., Nov. 23, 1883. CONTENTS. CHAPTER I. REPENTANCE CHAPTER II. SAVING FAITH CHAPTER III. CHARITY"
1884	MAG	NewEngYaleRev	"next two years brought about a wonderful change. On the 16th of January, 1883, the Pendleton bill, in an amended form, having passed both houses of"
1884	MAG	NewEngYaleRev	the number appointed to the service during the period of six months from July 16r 1883 (until which date the old methods of appointment were // continued) to January
1884	MAG	NewEngYaleRev	"of public opinion is admirably described in the Address delivered at Newport in August, 1883, at the annual meeting of the National Civil Service Reform League, by George"
1884	MAG	NewEngYaleRev	"ser* // vice acts were passed by the legislature of New York in May, 1883, and an excellent commission is now on duty there, consisting of John Jay"
1884	MAG	Century	"1869, to November, 1883. 19. Philip H. Sheridan, from November, 1883. The portraits of all these commanders, except Major Doughty, can he seen"
1884	MAG	Century	"honorary degrees as ordinarily understood, were, in twenty-four years, between 1859 and 1883 inclusive, is LL. D.'s and 12 M. A.'s. No doctorates"
1884	NEWS	NYT-Ed	"the usual voyage of 1853 has become remarkable and almost portentous at the end of 1883 is a striking illustration how small the world is growing, of which we have"
1884	NEWS	NYT-Ed	"National Convention. "", The committee, at a meeting held in January, 1883, prescribed a rule in which it was declared that "" the Republic-, -"
1884	NEWS	NYT-Ed	"before us there are about one-third whose total expenditures, including losses paid, for 1883 exceeded their receipts for premiums. In many cases the expense ratio exceeds that of"
1884	NEWS	NYT-Ed	it is only necessary to say that they show conclusively that the tax bill of 1883 has failed to do what the people demand and what they have a right to
1884	NEWS	NYT-Reg	"made mainly on the ground that the provisions in chapter 378 of the Laws of 1883? "" An act in relation to the Receiver of corporations ""? had not"
1884	NEWS	NYT-Reg	"Receiver it was urged that the Attorney-General should not intervene, because the act of 1883, known as the Haggerty act, has no application to corporations incorporated under the"
1884	NEWS	NYT-Reg	Wallace's views in denunciation of the treaty of commerce which the Porte made in 1883 as invalid. Gen. Wallace has renewed his protest in regard to the petroleum stores
1884	NEWS	NYT-Ed	"these precincts are representative and the same ratio of gain over the disastrous results of 1883 is maintained, the Republicans will elect the head of their State ticket by about"
1884	NEWS	NYT-Ed	"years the total revenue was only $6,112,129, the canal having cost $95,000,000. In 1883 the revenue was nearly $14,000,000. The dividend in 1882 was 17 per cent.,"
1884	NEWS	NYT-Reg	", in reviewing the Egyptian question, made the follow-ing statements: "", Since 1883. France has been quite inactive so far as Egypt is concerned, inasmuch as"
1884	NEWS	NYT-Ed	"companions might now be alive and well. It was proved, in February, 1883, by the publication of letters written by HAZEN and his subordinates, that the"
1884	NF	AlgonquinLegends	"say the same of Buddha's birth. (Heth and Moab, London, 1883.) Another and as I believe the correct account declares that Malsum the Wolf"
1884	NF	FatBlood An	"GARDEN 1911. Copyright, 1877, by J.B. LIPPINCOTT &; CO. Copyright, 1883, by J.B. LIPPINCOTT &; CO. Copyright, 1891, by J.B. LIPPINCOTT COMPANY"
1884	NF	FatBlood An	": Footnote 1: The Systematic Treatment of Nerve Prostration and Hysteria. London, 1883. Footnote 2: The Pennsylvania Orthopaedic Hospital and Infirmary for Diseases of the Nervous"
1884	NF	FatBlood An	"Jour. Med. Sci.; Proc. Phil. Coll. of Phys., 1883; Phil. Med. News, April, 1883. Footnote 11: Chorea"
1884	NF	FatBlood An	"Coll. of Phys., 1883; Phil. Med. News, April, 1883. Footnote 11: Chorea. See Lancet, Aug. 1882. Footnote 12:"
1885	MAG	NorthAmRev	"of the city and State of New York, that a law was passed in 1883 which required its enforcement in the State and municipal service. Colonel Burt, the"
1885	MAG	NorthAmRev	"The filling of the classified service under the Act and Rules began July 16, 1883, and has continued without exception under the present as under the last administration."
1885	MAG	NorthAmRev	"found him guilty. I called upon Grant on Sunday evening, May 4, 1883, the day that he borrowed the hundred and fifty thousand dollars from Vanderbilt."
1885	MAG	NorthAmRev	"Porter the justice he thought due him. In a letter dated November 3, 1883, which was given to the public, he said to Porter "" I did"
1885	MAG	NewEngYaleRev	"is nothing to the point. After the meeting of the Board in Detroit in 1883, which was criticised by some as deficient in "" thrill, "" a certain"
1885	MAG	NewEngYaleRev	"the second year. He was accordingly appointed to the office in the spring of 1883. With some hesitation and misgiving, he accepted the appointment. His friends felt"
1885	MAG	Atlantic	". At Vanderbilt University may be mentioned Mr. W H. Vanderbilt's endowment // (1883) of the Institute of Technology, the excellent work in practical astronomy, the"
1885	MAG	BayState	"96933 ONE night in the early part of July, 1883, as the successful realestate broker, Mr. Gordon, returned to his home from"
1885	MAG	Century	"- - 978 barrels in 1865, and without a single set-back advancing to 498,138 barrels in 1883. The time is not far distant when land will be too valuable on this"
1885	MAG	Century	"as a type of its class, and the expenses are given in ratios for 1883. Interest on the capital invested in land, buildings, and furniture; the"
1885	MAG	Century	"certain "" person of lady-like appearance and deportment, "" one day in September, 1883, got aboard this train with a first-class ticket. She knew the train,"
1885	MAG	Century	"99146 ON Christmas Eve, 1883, General Grant seemed to himself and to the world a healthy and prosperous man"
1885	MAG	Century	"enough was left to live on during the summer. As early as December, 1883, the editors of THE CENTURY magazine had inquired of me whether General Grant could"
1885	NEWS	NYT-Reg	"as first. submitted by the Commissioners. to the President on May 4, 1883, made no exception in favor of chief clerks or chiefs of divisions. Through"
1885	NEWS	NYT-Ed	"been the same as for the previous year under the act of March 3, 1883. We may add that the decreased imports leave the excess of exports over imports"
1885	NEWS	NYT-Reg	"the fact that she obtained a divorce in the Circuit Court on Nov. 10, 1883. She was allowed alimony to the -- amount of $25 per month. Ex-Judge"
1885	NEWS	NYT-Reg	"Mrs. O'Keefe's house. Bond, too, has a police record. In 1883 he was arrested for stealing a few small articles from Moretti's billiard rooms,"
1885	NEWS	NYT-Reg	to break the force of the exposure of the fact that he was convicted in 1883 and fined for violating the pension law by exacting an illegal fee. Ho now
1885	NEWS	NYT-Ed	"been burned there. In 1881 and 1882 the number was only 33, in 1883 it was 47, and in 1884 it was 54. In Italy half a"
1885	NF	TwoMonthsInCamp	"the summer opened out he again went with Mr. Cavana on the survey, (1883) on his way home in the autumn he fell in with Mr. J. A."
1885	NF	TwoMonthsInCamp	"Land Surveyor, retiring to Bracebridge again in the winter following, remaining till spring 1883, he again went to the North-West, and again engaged with a Surveyor;"
1886	MAG	Atlantic	"like an apology. All who heard his noble discourse on Luther, delivered in 1883 without a note before him, without the least fault of memory or diction,"
1886	NEWS	NYT-Ed	"control of these companies and watering their stock. Therefore, on May 21, 1883, it procured the repeal of this restriction. The bill recently enacted restores it"
1886	NEWS	NYT-Ed	repeal of this restriction. The bill recently enacted restores it. The repeal in 1883 was followed by proceedings with which all who are interested in local telephone companies are
1886	NEWS	NYT-Ed	"reached - what then seemed the large amount of $12,500, - 000, but in 1883, the date of the last compilation published, the sales were $140, -"
1886	NEWS	NYT-Ed	"Mr. ShEEHAN's report shows this: That under the act of June 1, 1883, the Aqueduct Commissioners have thus far taken 1612 acres of land, costing $59,141"
1886	NEWS	NYT-Ed	", by the fact that under the provisions of chapter 490 of the Laws of 1883, which is the act constituting the Aqueduct Commission, all bills and expenditures of"
1887	MAG	NorthAmRev	"of the gentlemen whose duty it is to carry the law (of May, 1883,) into effect. Before the law was passed, appeals from inmates of"
1887	MAG	NorthAmRev	"of the coal. From a comparison of statistics, based on official returns for 1883, it appears that in Allegheny County, where combination among the operators has always"
1887	MAG	NorthAmRev	"With captainly regards, "" HENRY WARD BEEcHER. "" I resigned my Colonelcy in 1883, by reason of removal to the City of New York. Mr. Beecher continued"
1887	MAG	NorthAmRev	"repelled, passed the Civil Service Reform bill-presented in both houses by Democrats-January 16th, 1883. In his annual message of January 2d, of that year, covering the"
1887	MAG	NewEngYaleRev	"these are: 1. A measure to remedy the defects of the law of 1883, by which all funds arising from pasturage or sales of timber, coal,"
1887	MAG	Century	"what is this to the eruption of Sumbawa or Krakatao? The latter occurred in 1883, and it will be remembered that the airwave started by the explosion was felt"
1887	MAG	Century	"at Krakatao, at five minutes past ten, on the 27th of August, 1883, according to official evidence, was heard at a distance of i8oo miles,"
1887	MAG	Century	"from his lack of knowledge of the language. Mrs. Eddy thus described him in 1883: "" When he entered the class of my husband, the late Asa G."
1887	MAG	Century	""" Washington on the Eve of the War. "" THE CENTURY, July, 1883. I The dramatic element of the scene in another view has been noticed by"
1887	NEWS	NYT-Reg	"says, reduce the sugar duty.' That looks very simple; but in 1883 that was tried and the whole Democratic Party voted against R. Why I The excuse"
1887	NEWS	NYT-Reg	"results. A small example will make this By an interpretation of the law of 1883 worsted goods duties have been reduced. With what result? Why, the revenue"
1887	NEWS	NYT-Ed	"argument used in favor of that plan is that file Congressional apportionment was made in 1883 upon the enumeration of the national census of 1880, while the Senate and Assembly"
1887	NEWS	NYT-Ed	"not borne out by the result of the Congressional elections since the Democratic apportionment of 1883, although they elected their Governor in the intermediate year of 188g. In 1884"
1887	NEWS	NYT-Ed	and the feeling thus awakened made possible the passage of the civil service law of 1883. That event carried with it to a great extent the passage of a like
1888	MAG	NorthAmRev	"of most winning manners, and lovely character. His grief at her loss in 1883 is, still shared by his friends. For her sake he declined the offered"
1888	MAG	NorthAmRev	"treaty and act of Congress; and ten years later, in the act of 1883, they deliberately continued this arrangement by act of Congress. Naturally Great Britain ought"
1888	MAG	NorthAmRev	"to his researches, it appears that "" the word chumps was new born about 1883, and was originally used to designate the heavy, English sort of swell who"
1888	MAG	Century	wagons are in many places still as distinctly to be seen as ever. In 1883 a regular long-range skirmish took place just south of us between some Cheyennes and some
1888	MAG	Century	"nationality and repatriation in Palestine. In her article in THE CENTURY of February, 1883, on the "" Jewish Problem, "" she says: I am fully persuaded"
1888	MAG	Century	"more prominent relief. In drawing the epistles to a close, February 24, 1883, she thus summarizes the special objects she has had in view: My chief"
1888	MAG	Century	"a visit abroad, which had been a long-cherished dream, and May 15, 1883, she sailed for England, accompanied by a younger sister. We have difficulty"
1888	NEWS	NYT-Reg	"- for extra clerk hire from. July 1, 1882, to Juno 30, 1883. The grounds of the veto -- are that. the - allowances to Postmasters for"
